district_class,land_price_per_m2,soil_complexity,site_accessibility,land_area_m2,house_area_m2,design_complexity,materials_class,planned_duration_days,planned_budget,crew_experience_years,crew_efficiency_score,crew_current_load,supplier_reliability_score,delivery_distance_km,weather_season,material_price_index,mortgage_rate,market_demand_index,client_type,labor_cost_index,delay_days,actual_cost,actual_margin,budget_overrun,final_profit
econom,3965,1,1,852,120.60274985971047,3,premium,102,11367358.74088118,5,0.9536268331769943,3,0.8297668194533266,30,autumn,1.0356520128022038,7.634816115054989,0.9205181100281727,private,1.1172702530317824,35.7148833238099,12647420.86628679,-0.11260857993352827,1,-1280062.1254056096
econom,4742,1,3,803,171.97352132968274,3,premium,133,15136104.886429379,9,0.9343647043194573,3,0.8849075645065035,39,autumn,1.0785840252653416,11.066396714698218,1.0193163579601143,private,1.163284754778024,30.5183279291218,17811175.546706088,-0.17673441617566385,1,-2675070.660276709
standard,6463,2,5,465,190.83856814791343,2,standard,134,12647223.407395672,10,1.0,0,0.9030483834675166,32,spring,0.9371372743768547,11.222095471579824,1.0409170705689035,commercial,0.9554295757177445,17.362627244427824,11859205.271385444,0.06230759990761459,0,788018.1360102277
premium,17198,1,5,804,246.71049424102574,4,standard,188,26362716.712051287,2,0.8585524002934668,1,0.8677247048926727,47,spring,0.9695746260939362,10.85899585078916,0.9152020332683063,commercial,0.9445106434380789,31.052660077083118,26147927.38627922,0.008147465533166323,0,214789.32577206567
standard,8287,3,4,974,123.3973946976146,3,standard,104,14391407.73488073,7,0.982217952885529,2,0.8628851853188999,15,spring,1.0566301057027794,8.755739096001008,1.0212666724356039,private,1.1134184512528835,45.62352687360907,16495710.045750992,-0.14621935182685597,0,-2104302.310870262
econom,3265,1,4,834,113.17920559145199,2,standard,87,8481970.279572599,5,0.8975551716328638,0,0.859249538714796,50,spring,0.946931519384137,8.282601239539614,1.0434501500169728,private,1.1763324426470207,20.97531117397461,9070509.55041476,-0.06938709420611376,1,-588539.270842161
econom,4717,4,5,627,194.11046443146674,4,standard,156,12863082.221573336,2,0.7955158900478818,2,0.8606896763792113,28,spring,1.0797194226007967,9.624596093191986,1.1519988625269681,private,1.1414608978113716,45.36328168345635,16105783.182052098,-0.2520936199132943,0,-3242700.960478762
standard,9176,1,4,875,143.20368496155504,1,econom,95,13807147.398462202,10,1.0,0,0.853438917799641,20,winter,1.0684691518997653,9.371237149228977,0.8585588489077203,commercial,1.1821715436872688,29.82274319867842,16155999.952865014,-0.17011859775353882,1,-2348852.5544028115
standard,10008,1,5,867,118.24035837207636,1,econom,80,13456550.334883055,3,0.8979920795512552,1,0.8551881405775201,29,winter,1.0010234218251717,9.918321516347076,0.9536020177826872,commercial,0.9033345224360391,17.032234952925396,13444769.66656911,0.0008754597590591997,0,11780.668313944712
econom,4456,1,3,500,127.7269899123919,2,premium,96,10630254.344305474,5,0.8914200590353567,0,0.8827787012048287,27,autumn,1.0995449239359196,9.08993981073392,0.9271307235929305,private,0.9536031875865242,15.250574406871072,11937096.483205792,-0.12293611202260463,0,-1306842.1389003173
standard,6912,1,4,822,114.47190685978168,2,econom,88,10360540.274391267,10,1.0,0,0.9366736133795285,43,autumn,0.9590355301015812,8.053723387823434,0.9019318555822428,private,1.0855534073648108,23.78148564621083,10386797.606857892,-0.0025343593838949123,0,-26257.332466624677
standard,6496,4,5,755,80.0,1,standard,58,8954480.0,1,0.8196872252436647,0,0.835529253404917,39,spring,1.0862937895585918,9.851056497664178,0.9701488201500339,commercial,1.0268320050299267,39.271857444563516,10548530.598730382,-0.17801710414567698,1,-1594050.5987303816
standard,7463,5,4,538,228.15089464297301,2,premium,156,18944902.15179325,7,0.9074878071362841,1,0.8585758422032352,29,summer,0.9581963711824986,9.687916398099514,1.1770058355032509,private,1.1295932699764835,33.25943645020752,19641621.363501284,-0.03677607865829419,1,-696719.2117080353
standard,11867,1,1,968,174.41899056801964,5,econom,154,18714015.622720785,1,0.8364116987107123,3,0.9019173799904612,45,summer,1.0389175604521077,11.5420179982886,1.1372606747139153,private,0.9202161986698537,45.38690727930263,20838648.63862204,-0.11353164701442955,1,-2124633.0159012564
standard,10253,3,1,530,80.0,3,standard,78,9584090.0,6,0.8847290826039048,3,0.9252605665440709,43,autumn,1.0510418394889047,10.176088407880659,1.0089484516376261,commercial,1.0892306730389087,29.766849754409947,10823859.346020404,-0.1293570225259158,1,-1239769.3460204042
econom,3171,4,2,948,224.98438898731837,5,econom,184,12255483.559492735,6,0.9581953057557878,3,0.9731703773486821,49,autumn,1.0300866128049861,10.847419166189429,0.9597016278999111,private,1.1788051860776805,41.28481772925427,13881882.442321898,-0.13270785072934987,1,-1626398.8828291632
standard,6493,5,5,867,158.85566600766404,4,premium,135,16155049.290498164,1,0.9359318072792846,0,0.934348783115186,37,autumn,1.0072939203870745,9.13580839835799,0.9727520851323928,private,0.9689003083166803,50.33795338596556,16517401.57056942,-0.022429661064815174,0,-362352.2800712567
econom,3969,1,2,879,139.4153169069738,2,econom,103,9165363.676278953,7,0.9949701068198715,3,0.9068059242247094,26,spring,1.0305273686923044,11.11217497003732,0.901049642529666,private,1.1042758015590006,12.959229393763794,10080950.898731072,-0.09989644216974905,0,-915587.222452119
standard,11430,5,5,510,176.48419609131201,2,standard,125,14753509.804565601,8,0.9507465537763037,0,0.8975858005676078,14,autumn,0.9046283061440313,8.548349479842063,1.063083671871708,private,1.003142788185999,35.54439039421709,13766978.86042667,0.06686754251748561,0,986530.9441389311
econom,4426,3,4,552,128.23070233402902,4,standard,116,9054687.11670145,3,0.8774771587874427,2,0.8928127401517001,5,spring,1.076216392258479,11.889516186763254,0.9056664588467969,private,1.0113235187150271,18.218468902882087,10234014.372436585,-0.1302449483383976,1,-1179327.2557351347
standard,7692,4,5,641,84.22139548626049,3,standard,80,9291641.774313025,10,1.0,0,0.8407657111360007,50,winter,1.0065613445231252,11.078423513759422,0.8445039571893579,private,1.0544933043722537,21.812743229013513,9767762.0672565,-0.05124178315394383,1,-476120.2929434739
econom,4793,4,1,678,123.04961320651029,1,econom,83,8221638.528260412,1,0.8151732620036817,2,0.9186995948594828,42,autumn,0.996844604913905,7.021860573823285,0.9283776026850872,private,0.9909894554111327,28.12046385716264,8614348.948126165,-0.04776546895316325,1,-392710.4198657535
econom,3675,5,4,762,146.34171404255682,5,standard,137,10367435.70212784,2,0.8679206881269584,0,0.8771670250271402,26,summer,1.0149385743730064,11.089677613799354,0.994835390315218,commercial,1.1899918700007537,29.386838115688555,11798651.82134512,-0.13804919175177846,1,-1431216.1192172803
econom,3658,1,1,807,105.00825948831587,3,econom,93,7302336.379532635,1,0.8558979075172093,1,0.9065537835454919,36,spring,1.014141469003494,9.690180095145026,1.0913433354273432,private,0.9130921297300538,33.04049704579162,7521393.765856861,-0.02999826013742824,0,-219057.38632422592
econom,3902,2,4,574,175.4318265677639,1,econom,115,9307021.062710557,9,0.9931045498949409,1,0.8522528054819813,27,winter,1.0457913833498478,9.900246893141324,0.9949247768921629,private,1.1200237737244205,27.607328033901148,10314642.892497867,-0.10826469855370162,1,-1007621.8297873102
standard,10761,4,5,1000,213.97620944181702,1,standard,138,21509810.47209085,4,0.8895067047196655,3,0.8943196072030587,34,winter,0.9174908821794261,11.991644890506404,0.8139130433484401,private,0.92436486747099,38.57644871228974,19804293.97756115,0.07929016839746789,1,1705516.4945297018
standard,10462,2,5,534,131.7348214547906,2,econom,99,10956100.858191624,7,0.9925605074842472,1,0.8525782608811713,27,spring,1.0881506978295874,10.587908427387486,1.081749869724675,private,1.1561739051646145,31.507898298807184,12827747.775667684,-0.17083147934665757,0,-1871646.9174760599
standard,6549,4,1,905,80.0,4,standard,88,10126845.0,5,0.9866381243029689,0,0.9256037134840094,47,spring,1.0881384227243738,7.651502165737366,1.1096307160837002,private,1.0430714807685,26.673608329124733,11398145.246780304,-0.12553764245234367,0,-1271300.2467803042
econom,3642,1,3,693,141.69253028249688,2,premium,105,11833920.468362298,9,0.975545881263947,1,0.8860526246605956,16,winter,0.9025078014262362,10.770313401177077,0.8412449586258125,private,0.9670882826460495,25.565081830389293,10676124.15881922,0.09783708726439555,0,1157796.3095430788
econom,4893,1,5,894,107.49166345157376,4,premium,104,11561300.124352295,9,1.0,1,0.90772157831925,23,winter,1.00483217966891,7.997560057633792,1.0884792573507986,commercial,1.0472772333480607,24.172426823593835,12046601.065572245,-0.04197632930553633,0,-485300.9412199501
econom,3254,4,3,818,139.2876811220414,2,standard,103,9726156.056102071,6,0.8456355760799421,0,0.8769850582261498,11,winter,1.046567243991689,11.674681926367295,1.0627144199187695,private,1.1866258761286892,33.41827114578356,11445163.498613998,-0.17674068075778437,1,-1719007.4425119273
econom,3207,5,4,605,138.6323613250601,5,econom,133,7735529.453002404,5,0.9242111157089703,3,0.933287042227482,31,spring,0.95594302657404,8.318729969979282,0.9560982376766141,private,0.9490752672301226,33.29575618484685,7616108.532235489,0.015437976352163476,0,119420.9207669152
standard,8497,1,3,717,106.93594555963236,2,standard,84,11539146.277981617,10,0.8909336849090027,3,0.916708573470726,30,autumn,1.0278222067442213,9.308718522827135,1.1185397580895071,private,1.08153687632602,19.010093039599187,12706251.201774709,-0.10114309115052122,1,-1167104.9237930924
econom,3094,1,1,472,81.63973285920355,5,premium,98,7016950.635848231,1,0.7813194974974824,3,0.8570513626151757,22,winter,1.0311936911279702,11.064090715611329,1.0842273047536355,private,1.0423280851676513,35.05436374986304,7857848.100820417,-0.11983801919258273,0,-840897.4649721859
econom,4883,3,2,658,150.62039205025198,3,premium,120,13153339.48326638,4,0.8282101109534306,2,0.8530619493301353,32,winter,0.9434545692749396,11.8211385712154,1.0276845323368817,private,1.1092970757198994,34.55673718160927,13624567.86634978,-0.03582575996634878,0,-471228.3830833994
econom,3838,1,2,757,111.60485984567485,3,standard,96,8635608.992283743,5,0.9818678896766728,3,0.9423595008319069,15,summer,0.9421123809815847,7.785545713768419,1.105053126071621,private,0.9520182165372432,12.710210200815817,8100389.295192867,0.06197822267880774,0,535219.6970908763
econom,3477,3,1,547,237.1883838120807,2,premium,162,17419163.947785243,9,0.9658670397132221,0,0.7842209060773698,6,autumn,1.0504801894535751,7.345211480552132,0.974394062159704,private,1.0786847665454757,39.43919236759112,19537840.38750149,-0.12162905441771359,1,-2118676.439716246
standard,6761,1,2,624,162.31785530631163,3,premium,127,14919524.594910257,2,0.8375734551899463,3,0.9677527759277506,21,spring,1.0418721019681791,10.950382292178471,1.0435273517148727,private,1.1552650642526872,30.90417116179929,17446708.442934774,-0.16938769274770707,1,-2527183.8480245173
standard,6189,1,1,504,113.3183402313718,1,premium,77,10534948.115039166,2,0.8289868636809716,0,0.8625399988339916,50,winter,1.0726290313747362,11.313664814672851,0.8163436985644077,private,0.9076615750203588,46.476550027857286,11713978.984574802,-0.11191615342200979,1,-1179030.8695356362
econom,3710,5,5,955,126.29727009829675,5,standard,125,10107913.504914839,3,0.7876888437621413,2,0.9311862469112623,33,spring,1.0767939293569737,10.01030236940375,0.9804625528225043,commercial,1.1407747154312429,40.90673517955068,12693494.66168363,-0.25579771290203335,1,-2585581.1567687914
econom,4507,5,3,755,142.42581864020767,4,premium,125,12860463.211613499,3,0.8743438000293511,1,0.9175871214183178,36,autumn,0.9316050620159099,7.854270652274575,1.0420279539974764,private,1.0423815250214934,36.56764622490496,12789140.299512606,0.005545905378935741,1,71322.91210089251
econom,4756,1,2,937,154.8981024842119,5,premium,142,14774748.661473773,7,0.9438123675902618,0,0.8806578586041689,19,autumn,1.0606338247354352,7.7858867362874244,0.8015514711445626,private,0.9575112368905794,12.757734795209323,15683405.025767695,-0.06150063091518497,0,-908656.3642939217
econom,4559,4,5,660,180.81957119308277,2,econom,128,10341722.847723313,1,0.7793925339184868,2,0.9139694510235987,22,autumn,1.0327978629253611,9.30297769344892,0.958767847275865,commercial,1.0824777794926783,27.437737381071152,11742295.557313792,-0.1354293409534573,1,-1400572.7095904797
econom,3755,4,2,970,207.24694332476335,3,premium,154,17263401.31610962,2,0.9089885584190438,2,0.9018694153639825,32,summer,1.0289706250440445,7.969503882414592,1.0136710480451154,private,0.9900149948298623,28.066262925500148,18397103.533639845,-0.06567084879572903,0,-1133702.2175302245
premium,24638,1,4,972,146.4485993670505,3,econom,117,29956079.97468202,1,0.8874266505887407,1,0.9371086243583162,31,winter,0.9540559189622889,8.734032219516717,0.94819787002722,private,1.1955512333943021,35.938514927489756,32459891.177774053,-0.08358273863630292,1,-2503811.203092035
standard,10931,4,1,469,172.76117714279488,1,standard,113,13814697.857139744,9,0.9171161335399353,0,0.8602456884118527,45,autumn,1.0658098923662505,10.971575348303823,0.9449473490337081,commercial,0.9812499961566024,46.2153374487633,15230044.789708262,-0.10245225391136843,1,-1415346.9325685184
standard,7663,1,1,846,171.32190257279547,3,standard,132,15198993.128639773,10,0.9656617801969986,3,0.9322199513671043,37,spring,1.0979827013548884,7.52879555414224,1.1433744413784879,private,1.1143713930661021,28.938149495661218,17862191.547491647,-0.1752220292693965,1,-2663198.418851875
econom,4628,5,5,846,154.93843259143497,2,standard,112,11762209.629571749,9,1.0,2,0.8020012625459799,48,summer,0.9325902493719276,8.518425485205052,1.1857814108958697,private,1.0505674463898238,45.29714433601927,11635969.436009118,0.010732693731732688,0,126240.19356263056
econom,4835,2,4,656,139.61730190260042,2,premium,103,12346884.623669026,3,0.8367505492167927,3,0.9281389481236508,14,autumn,1.0479614975890152,8.983061782495874,0.838634698066077,private,1.0184574732307958,28.081853556725935,13752867.974435948,-0.11387353114741558,0,-1405983.3507669214
standard,10228,3,3,930,157.07500685961372,4,standard,134,17565790.342980687,3,0.8491195077386744,0,0.8987825555660528,28,autumn,0.9759603860549496,8.13731899966486,1.1642840021743428,commercial,1.0577284461173857,23.387664370895582,18505285.225206222,-0.05348435019896268,0,-939494.8822255358
standard,10150,4,4,518,117.3402428664435,5,econom,120,10201309.71465774,1,0.7691192680430852,0,0.9223995501833347,38,spring,0.9375830849560896,10.542035337700376,0.9514868429387366,private,0.9915726223329563,35.012559431997765,10186948.363026258,0.0014077948844987984,0,14361.351631483063
standard,10060,4,4,465,93.28261959096824,5,econom,105,8659204.78363873,5,0.8496146956222099,1,0.9289016347443537,47,summer,0.9276892761806937,9.344003456585837,0.8951364282228853,private,1.0384938413648948,27.878830631292352,8558621.615954332,0.011615751122371771,1,100583.16768439859
econom,3509,5,3,644,222.20228647595658,5,standard,183,13619910.32379783,3,0.8339971997769398,3,0.9715533675671351,31,spring,0.9417453894672349,11.733111682184365,0.8598602472196079,commercial,1.0125357441995875,30.596371164555265,13513857.477616085,0.007786603851307335,0,106052.84618174471
standard,10765,4,3,456,160.78119603604327,4,standard,136,13147899.801802162,2,0.8465454275222256,0,0.9047458652367252,24,winter,1.0703237946699493,8.699278581137259,1.0990063736016409,private,1.094142163274259,35.45037723373204,15536283.948029066,-0.18165518312662615,1,-2388384.1462269034
econom,4564,1,4,443,163.661180427772,4,econom,138,8768299.21711088,3,0.8699000452151939,1,0.8551478187795141,45,autumn,1.0096027295690952,11.62761920311417,1.0894055682017156,private,1.1166325637744474,32.503641393073636,9637535.789264714,-0.09913399972226822,0,-869236.5721538346
standard,7689,1,2,923,139.17484281221195,4,standard,123,14255689.140610598,8,0.9191620218669918,2,0.9892147603595524,29,spring,1.0783790797039878,9.841345061450337,0.8378871024610639,private,1.1305804296976458,11.566044478646488,16586414.999625145,-0.16349443622300514,1,-2330725.8590145465
standard,7316,2,2,823,174.90988635972312,1,econom,114,13067463.454388926,8,0.9025592278432767,3,0.9166327931195649,30,summer,1.0817835713692603,9.693699420576063,1.1837937590762277,commercial,1.135847235533626,22.482240648880335,15348454.033882154,-0.17455496144717508,0,-2280990.5794932283
standard,10829,2,4,935,141.0062556165368,4,standard,124,17375427.78082684,1,0.7578980776211077,1,0.9418251577222578,47,winter,0.9301331574984977,8.174264653399039,0.8289963265763868,private,1.00607034070162,29.869683993066797,17538839.797663312,-0.009404776613142794,1,-163412.01683647186
econom,4138,2,2,794,80.0,3,econom,78,6635572.0,2,0.8894442473114297,1,0.8793465087273568,25,autumn,1.0257283107371804,11.73885718382597,0.998772952783272,private,1.0846157839866113,32.38148107964952,7298096.718505049,-0.09984440203573243,0,-662524.7185050491
standard,10020,1,3,849,123.27015822452105,1,standard,83,14720487.911226053,1,0.9262595065594753,2,0.8788874431417378,17,autumn,0.9102390206264276,8.591661771418481,1.0581259121994153,private,1.0518872285391894,26.422874843428918,14028432.396147743,0.04701308266762942,0,692055.5150783099
econom,4693,2,3,656,179.88022494774975,3,econom,137,10423816.99790999,8,0.9815090053803043,1,0.9056190699501347,37,summer,0.9547555537203658,9.733110368023667,1.155284804977617,private,1.0920223674720597,13.276903620841406,10508652.977949042,-0.008138667443611353,0,-84835.98003905267
econom,3258,2,2,760,120.32044298154479,5,econom,122,7538897.719261792,1,0.7,1,0.9268913010691875,14,spring,0.9346586155754775,11.697152205882567,0.9078384436956816,commercial,1.0061900283928271,19.583788488239303,7660941.312366133,-0.01618851954875594,0,-122043.59310434107
econom,4786,1,3,779,80.0,2,premium,68,9028294.0,6,0.9484126823276697,2,0.9136671638952443,32,spring,1.0677433796074256,11.253218277253833,0.907022116920306,private,0.9574067255837064,27.504485070483682,9979516.48155312,-0.10536015791611578,1,-951222.4815531205
standard,7145,5,1,842,135.33139403052425,5,standard,131,13032659.701526213,10,1.0,1,0.8501985266298648,37,autumn,0.9729558825671852,8.543925006193037,1.11250765204449,private,1.1177898910566992,49.114741211740565,13713770.662477773,-0.05226185418405396,1,-681110.9609515592
econom,3298,4,3,933,80.0,4,standard,88,7277034.0,8,0.9275382826343559,3,0.9760065858825928,15,winter,1.0986927302107214,11.025708061884604,0.9643948501627039,commercial,1.0134551557315488,28.498102623463666,8304752.017722619,-0.14122759598520754,1,-1027718.0177226188
econom,4798,3,4,873,134.5803299432824,2,standard,100,11017670.497164119,8,1.0,0,0.8403343949198363,18,spring,0.9282545836045164,10.40394318056131,0.8822851501193794,commercial,1.119546716203689,25.22095413609253,10781375.50109581,0.02144691077203017,0,236294.99606830813
standard,6560,1,5,556,209.26929220914656,5,standard,175,14360824.610457327,7,0.9935745528996778,1,0.9164594913870581,24,summer,0.9456741230555537,7.166871040543651,0.8085327463687997,private,1.1122293893741344,14.079541340877366,14372529.489679107,-0.0008150562059825532,0,-11704.879221780226
econom,4912,1,2,488,86.41349065465175,1,standard,61,6767730.532732587,8,1.0,1,0.9012389072341199,40,autumn,1.0289893925931788,9.46430047597465,1.0983297378047112,private,1.1979793813650033,36.64883843047326,8062056.2369304355,-0.19124959215467494,0,-1294325.7041978482
standard,7864,3,2,601,182.3988625117893,4,standard,149,14046207.125589466,8,0.9307048836070237,0,1.0,45,winter,1.0937493348301606,9.112152043183553,0.8060085014980313,private,1.0096855161247131,39.617649245328494,15977563.84860833,-0.13750023089865354,1,-1931356.7230188642
econom,4524,3,3,861,235.7415084462883,5,standard,191,15932239.422314415,10,1.0,1,0.8782878170830237,24,summer,1.0466789829412053,10.294588945194866,1.0550263626006688,private,1.1048524397804929,26.21166487022493,17753493.768903885,-0.11431251428714116,0,-1821254.3465894703
econom,3296,2,3,880,213.6506499450353,2,econom,148,11546505.997801414,3,0.8690946829888493,2,0.838693970500499,12,winter,0.9251558748820469,10.514137826542104,0.971545558182477,private,1.1079592715408537,32.67643175544456,11630809.623688988,-0.007301223929007355,1,-84303.62588757463
standard,8409,3,5,956,138.61891076287986,3,econom,113,13733760.430515196,2,0.905925764897309,3,0.9325149164333055,19,winter,0.9829117430520062,10.52284963472166,1.0537881490522083,commercial,1.181578301988571,25.52104115230821,14900828.650036564,-0.0849780528374622,1,-1167068.219521368
econom,3588,4,5,853,104.23934082948008,5,premium,112,10086121.153916206,4,0.8595204180428285,2,0.8748860742332188,37,autumn,1.099227940575829,9.299668745514179,1.1040358193595687,private,1.0496556658320986,30.84832312589092,12165619.530196408,-0.20617424127141093,1,-2079498.3762802016
econom,4486,4,4,869,158.74426841235254,1,premium,105,14266711.446802916,5,0.9470932188317296,0,0.9531938597231544,23,winter,0.9138832242264688,11.736494225505009,1.0590551187803752,private,1.099448500729397,25.942515768290345,13870197.424770704,0.027792951691124928,0,396514.02203221247
standard,7461,4,1,779,159.43625425976356,2,econom,115,12289569.170390543,2,0.8536290692091368,2,0.9437938450250675,16,spring,0.9570766000324544,7.355273349240013,0.9862863634576452,private,1.1264198183174643,33.962089754961916,12910027.01783585,-0.05048654178538548,1,-620457.8474453073
standard,10292,4,4,800,196.08166069107097,5,econom,167,16326866.427642839,8,1.0,3,0.9353152739480544,21,spring,0.9248794964234296,10.244175685042233,1.162998900072557,commercial,1.196832596790783,18.578861517319904,16358604.101283353,-0.001943892527152613,0,-31737.673640513793
standard,8268,4,2,478,152.5583779572553,3,econom,121,10204439.118290212,8,0.9979095231572309,1,0.8611506695892769,37,winter,1.064087167652122,9.19555312639736,0.8014369366521492,commercial,1.0377386864058076,32.67118436110597,11107107.304197196,-0.08845838320393928,1,-902668.1859069839
econom,3994,2,3,950,170.1346588844203,4,standard,142,12501032.944221016,4,0.8472188693354797,2,0.9432412551724487,24,autumn,1.0667216819208543,8.162581831196075,0.8190898235508484,private,0.9769763285366303,26.530246456121123,13860969.108232966,-0.10878590353932485,1,-1359936.1640119497
econom,3090,1,4,785,104.55232065595834,4,econom,102,6807742.826238334,5,0.913453509355073,1,1.0,50,autumn,0.9687299361030658,7.683334961318777,0.9946055904072665,commercial,1.0816440816880706,39.69160730705747,7177190.52724557,-0.0542687511025408,0,-369447.7010072358
standard,6007,3,3,742,186.98343949641153,4,standard,152,14006365.974820577,5,0.8654760172200496,1,0.8810140739076382,35,winter,0.9671845279724489,9.312275257108995,0.898897549922235,private,1.0302134596584696,30.724732314432025,14256043.329416486,-0.017825991056120986,1,-249677.3545959089
standard,8591,1,3,844,86.1977232339027,2,premium,71,12953656.010203676,5,0.8988414856542511,3,0.8901780626533509,42,spring,1.0626907642827044,8.526588760400365,0.972161886880764,private,0.9294339358022087,32.293981947825074,14074092.714554176,-0.08649578956457732,1,-1120436.7043504994
standard,8515,3,4,451,118.62409520431628,3,premium,101,11700831.18828056,9,1.0,3,0.8929500706966738,23,spring,0.9315333084778791,8.096225442733786,0.9148722695332145,private,1.033880559247106,31.075380152446414,11125444.64973534,0.04917484316169956,0,575386.5385452192
standard,10415,2,4,650,180.04271611780445,3,econom,138,14121458.64471218,9,0.9588176874283343,1,0.8848435359604667,23,autumn,1.064410576476982,7.181581475044287,0.8924988825674305,commercial,1.1083395992097533,24.96892819222369,15925706.411060732,-0.12776638814320768,1,-1804247.766348552
standard,7417,2,5,728,214.5473716970164,5,premium,178,19595155.160306066,4,0.8494493673398033,3,0.9068608983911856,48,autumn,0.9193389921911952,8.564019076639159,1.1692128857690332,private,1.0377275259915544,28.617943681037914,19063946.24256759,0.027109196808736965,0,531208.9177384749
econom,3268,5,1,893,184.19251691262394,4,standard,150,12327949.845631197,1,0.8107611194944809,1,0.9010165859275271,17,summer,0.9589489202403197,11.659662282731654,0.8866586290234734,private,1.071444164675411,45.195537106547896,12923427.22508637,-0.04830303391169293,1,-595477.3794551734
econom,4214,5,5,749,148.38038640021804,2,econom,109,9191501.456008721,8,0.9937650994751137,1,0.8970908409271062,42,summer,1.000759242819437,9.692043807100735,0.8365888572033379,private,1.1129101254670521,33.409932576171244,9934082.630150206,-0.0807899751412258,0,-742581.1741414852
standard,9932,2,1,858,148.8428311542143,4,standard,129,16163797.557710715,1,0.8533896478305769,2,0.855612215696953,5,winter,0.924142933746854,8.207071328264334,0.8902901568897154,private,1.0523432918530824,45.437910353874706,16181182.766634421,-0.0010755646290195842,0,-17385.208923706785
econom,4698,2,4,897,104.60746178010754,4,standard,102,9644479.089005377,7,0.9580111369644281,1,0.9595163100703196,15,winter,0.9149315598428066,11.878727733295475,0.970887893475959,private,0.9290088853480466,33.0970253858034,8928410.790965257,0.07424644622397819,0,716068.2980401199
econom,3060,3,1,524,131.52869507205702,5,premium,128,10402805.179683708,4,0.8401512611484077,0,0.9187430607042509,31,autumn,0.9540066866062027,10.255861085496834,0.889325890165524,private,1.1076458504751632,40.66977537901056,11093247.993677206,-0.06637082998938669,1,-690442.8139934987
standard,11557,2,2,603,80.0,5,econom,98,10418871.0,1,0.8075806062441525,3,0.9484934702182926,41,autumn,1.0172474331388104,9.535435577681401,0.8390892932101794,commercial,0.9582545431686055,27.712193738000714,11000691.497517379,-0.05584295049985541,1,-581820.497517379
standard,7287,1,5,420,232.9484267226636,5,econom,189,12628477.068906544,4,0.9503802282889086,0,0.9298790847736792,43,summer,1.0626628992063862,11.667420807318216,0.907465857821039,private,1.114778955542914,25.884602644072842,14385935.838713553,-0.13916632704145865,1,-1757458.769807009
econom,3796,3,5,989,260.81053152606603,1,standard,166,16844770.576303303,7,0.8641391368224536,0,0.7671350332043861,5,winter,1.0464825748978794,10.905192436629545,1.1625847056285759,private,0.9920383013530426,38.16710205701768,18592686.26545335,-0.10376607275429205,1,-1747915.6891500466
econom,4118,2,5,962,80.0,1,premium,58,9211516.0,8,0.9729316353311765,2,0.9452124824037207,19,summer,1.0095060810161753,9.662075173088292,1.1010812814493822,commercial,1.0610698821024132,20.610389520651793,10005184.940422848,-0.08616051260431484,1,-793668.9404228479
econom,3552,3,3,761,80.0,2,premium,68,8003072.0,2,0.8290438261656569,0,0.940558251576333,22,summer,1.0322217764520887,7.035253799086546,0.8933203182309495,private,0.9193134237702937,37.91006428012057,8545509.883703705,-0.06777870843892257,0,-542437.8837037049
standard,6660,3,3,760,218.11908310993186,2,econom,150,13886363.324397275,9,1.0,3,0.9120123811646924,47,summer,1.007486922956714,9.070219269377182,1.0428638212519359,private,0.9857658884688607,21.159594576470468,14274945.250305578,-0.027982987109777997,1,-388581.9259083029
premium,23907,4,4,515,110.76377045059597,5,econom,116,16992655.818023838,5,0.9067573142165823,1,1.0,29,spring,1.008225822851493,10.998349136640966,1.1424364346273341,commercial,1.1774028105694085,22.554024459493437,18954039.692663994,-0.11542538704042643,0,-1961383.8746401556
econom,3778,5,4,454,219.255600079164,3,premium,161,16116826.00514566,8,0.8849380370383718,3,0.9522567566841325,5,winter,0.9032045697564219,8.424507413813629,1.1883871367586754,commercial,1.0575211033437564,47.450385481553546,15636710.24561593,0.029789721585158427,0,480115.7595297303
econom,4537,3,3,691,187.69507932925757,2,standard,132,12619820.966462879,2,0.8694251175139166,2,0.9504087300634995,23,summer,0.9766205684289225,7.272074012561106,0.82971082681418,private,1.1723180600478114,25.319666307700835,13732360.456047788,-0.08815810402869255,1,-1112539.4895849098
standard,9761,3,5,450,133.9556781192772,1,premium,90,13149569.077753019,2,0.7912207906539042,2,0.8150302379470181,38,spring,1.0117535526239834,10.040812337516366,0.8815190719141446,commercial,1.1819462316188656,20.281910293714482,15124225.66754609,-0.1501689202221749,0,-1974656.5897930712
econom,4960,4,3,653,197.2350692610419,1,premium,128,16109159.501967724,4,0.8209357254713886,1,0.967196538383023,14,spring,1.018854452139314,11.497872131546211,1.1773851143437415,private,0.9830979529026818,31.775115458398982,17130116.798351318,-0.06337744040953124,1,-1020957.2963835932
standard,8529,2,1,891,148.16875464710202,4,econom,128,13726089.18588408,4,0.8825349073241631,0,0.9338770457424048,16,winter,1.0015486222163423,11.94391732158195,1.153925209130974,commercial,1.1717760355951836,37.233813291653426,15605407.1073461,-0.1369157591803142,1,-1879317.92146202
premium,18970,3,5,972,147.29790913598956,5,standard,138,26053735.456799477,3,0.8394449606455788,1,0.8329622169512857,43,summer,1.039636450925857,7.5729567702839224,0.9196292512991441,private,1.0972586362086347,35.89958803365381,29445508.78105245,-0.13018376308752275,1,-3391773.3242529742
